sex,sexpref,age,agata,alexandra,alica,anastazie,andrea,anezka,apolena,bera,blazana,bohdana,christianne,darjal,dobromila,dorota,edita,eleanora,elena,ema,gabriela,galina,gejza,ida,ingrid,ingrida,irena,jitka,karina,katy,livia,marika,matylda,milena,miloslava,nicol,perla,radmila,roxanne,saskie,slavena,stela,tamara,valerie,viktoria,viola,vlasta,zelmira,zita,zlata,zlatica,zora
male,women,20.7,2,3,3,3,4,1,1,3,2,3,2,1,1,1,1,1,1,1,2,1,1,1,2,2,3,1,3,3,1,3,2,1,1,1,2,1,1,2,1,1,1,1,3,3,2,1,1,1,1,1
male,women,30.1,2,5,3,5,6,1,3,3,1,4,3,1,2,1,2,3,1,2,2,2,2,2,3,3,3,6,4,3,2,2,2,2,2,3,4,7,3,5,2,1,2,1,3,3,6,5,2,5,3,2
male,women,22,2,1,1,5,5,2,3,5,2,4,2,2,3,2,3,2,3,2,2,2,3,1,3,1,4,4,4,3,2,7,1,3,3,2,3,4,3,4,2,1,3,1,4,2,3,3,2,4,2,2
male,women,18.5,3,3,3,1,3,2,3,4,3,1,2,3,5,3,1,3,3,2,2,4,3,3,2,4,2,2,2,4,5,3,4,3,3,2,2,2,3,2,3,3,2,2,3,3,6,2,2,3,2,2
male,women,28.5,2,4,4,6,5,1,3,5,3,2,2,2,3,2,1,1,1,1,2,3,2,1,5,2,3,3,2,2,1,3,4,1,1,2,2,4,2,5,1,2,2,1,3,3,1,2,1,5,2,1
male,women,20.6,3,3,4,3,3,3,5,4,3,5,4,4,4,4,3,2,4,5,4,3,2,4,5,4,3,4,5,5,5,5,2,3,3,3,4,5,5,5,4,3,3,3,5,5,5,5,5,4,3,5
male,women,23.2,2,2,2,4,6,2,4,5,3,5,2,2,2,5,1,1,2,3,1,4,5,1,4,3,3,3,6,2,1,7,3,2,1,3,3,4,4,2,2,3,2,1,2,6,7,4,2,4,3,1
male,women,22.2,3,3,2,4,5,2,4,4,3,4,2,3,4,2,2,2,1,2,3,3,2,1,2,3,3,3,3,4,4,3,2,2,3,5,4,3,2,1,2,2,2,1,4,5,5,1,2,4,3,1
male,women,23.9,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,3,1,1,2,1,1,1
male,women,31.4,5,4,4,6,3,2,2,4,4,6,1,4,4,3,5,3,1,2,2,5,2,2,4,5,2,4,3,2,1,4,1,1,2,4,3,5,2,5,1,2,3,1,3,3,5,4,2,6,3,1
male,women,21.4,3,2,6,5,6,4,4,4,3,4,2,1,3,1,1,1,3,2,3,4,3,3,4,4,2,3,6,3,3,2,5,3,5,2,4,5,2,6,1,2,3,1,5,5,4,3,2,2,3,1
male,women,27.9,4,3,5,3,5,2,2,4,3,3,2,5,5,3,3,4,3,3,4,5,3,3,4,6,3,2,6,5,2,3,4,2,3,3,4,3,3,5,1,3,4,1,5,4,7,4,1,3,5,1
male,women,21.8,3,1,1,1,2,1,1,1,2,3,2,2,2,1,1,1,2,1,1,3,2,2,1,4,2,1,1,4,1,3,1,1,2,2,1,3,1,2,1,1,1,1,1,2,5,2,1,1,1,1
male,women,20.2,5,1,1,3,7,2,5,6,4,4,2,2,3,3,3,1,2,4,4,2,1,1,5,1,2,5,2,5,1,3,2,2,1,1,3,6,2,3,1,2,3,1,3,2,5,3,1,5,1,1
male,women,18.9,3,3,2,3,4,2,3,3,2,3,2,2,4,4,5,3,3,2,3,4,1,3,3,1,2,2,3,7,2,2,3,2,1,2,2,1,1,3,1,1,2,1,2,7,2,2,1,2,4,1
male,women,21.4,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,5,1,1
male,women,27.4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,3,4,3,4,3,3,4,3,4,4,4,4,4,3,3,3,4,3,4,4,4,4,3,4,3,3,4,4,4,4,3,4,3,3
male,women,25.5,1,1,1,5,7,1,1,2,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2,3,4,2,1,1,2,5,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,3,4,1
male,women,30.5,1,4,2,5,4,1,3,4,2,5,1,2,4,3,2,2,1,1,2,4,1,3,3,1,1,4,4,1,1,4,4,1,1,2,4,3,2,3,1,2,1,1,2,3,3,2,1,3,1,1
male,women,30.6,4,4,1,4,6,2,6,5,4,5,2,3,5,4,3,2,2,3,4,4,3,4,4,5,3,3,4,6,1,4,4,3,2,3,4,5,3,3,2,4,4,1,5,3,6,5,4,6,5,1
male,women,23.2,2,4,3,1,2,1,2,2,1,4,2,2,2,1,2,2,1,1,2,4,1,1,1,1,2,3,2,3,2,2,2,2,1,1,1,1,2,3,2,1,1,1,1,3,2,2,1,2,2,1
male,women,40.8,4,2,2,3,4,2,3,3,2,3,2,2,3,1,3,2,1,3,1,2,3,3,4,4,3,3,2,2,2,3,3,4,2,2,2,2,2,5,1,1,2,1,2,4,4,6,2,2,4,1
male,women,18.2,2,3,2,2,2,2,5,3,2,4,2,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,4,2,2,3,3,2,2,2,3,2,3,2,2,2,2,1,2,2,3,2,2,2,2,1
male,women,30.9,1,1,1,3,1,1,2,4,1,5,1,1,1,1,1,1,1,2,1,1,1,3,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1
male,women,22.3,4,3,5,3,4,1,5,5,2,5,3,2,4,3,2,2,3,2,4,3,1,3,3,3,3,5,2,4,2,2,1,4,4,1,3,4,2,6,2,1,2,1,4,2,6,1,2,5,3,1
male,women,37.9,3,3,3,2,4,3,3,3,3,4,2,3,4,3,3,3,4,2,4,4,2,3,4,3,5,4,4,6,3,5,4,3,3,3,3,2,4,3,2,2,3,3,3,4,5,4,3,2,4,3
male,women,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1
male,women,20.9,5,3,7,2,5,1,6,7,3,7,2,2,3,6,2,5,1,3,4,2,5,1,3,5,5,7,6,5,2,4,1,2,3,3,4,5,2,6,1,2,2,1,6,4,3,7,5,6,5,1
male,women,20.9,2,3,2,3,4,1,3,2,2,5,3,3,3,1,3,2,3,2,4,3,3,5,2,5,2,4,3,6,2,2,3,1,3,2,3,2,4,3,2,2,3,1,4,4,5,3,3,4,2,1
male,women,28.4,2,1,1,3,4,1,1,1,1,5,1,2,1,1,1,1,1,1,1,3,1,1,1,4,3,1,1,4,1,1,1,1,1,1,5,2,2,2,1,1,2,1,4,1,3,1,1,1,1,1
male,women,28.3,2,3,2,4,6,2,4,4,3,3,1,1,4,3,2,1,1,2,2,3,2,2,4,1,3,4,1,3,1,2,2,3,3,2,4,5,4,2,1,1,3,1,3,6,6,4,2,6,5,1
male,women,18.1,1,4,4,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1
male,women,28.4,4,3,1,5,5,1,3,3,2,3,1,2,3,2,4,2,2,2,3,2,1,1,4,3,4,4,3,3,3,3,3,2,2,1,4,3,2,4,2,3,2,1,4,4,2,3,1,5,5,2
male,women,28.5,2,1,2,6,4,1,5,2,6,5,2,2,6,3,2,1,2,3,4,2,2,3,2,4,2,6,4,1,1,2,2,3,5,3,6,6,3,3,1,1,3,1,6,5,6,4,4,4,2,2
male,women,20.3,3,1,1,1,6,3,2,4,4,3,2,1,3,1,1,1,1,1,1,4,1,3,1,1,4,2,7,4,1,1,1,3,1,4,1,1,6,4,1,1,3,1,1,1,1,2,1,3,5,1
male,women,29,2,1,1,2,5,1,4,6,2,3,1,1,3,2,1,1,1,2,3,2,1,1,3,3,1,4,1,5,1,2,2,2,1,2,3,2,1,3,2,1,3,1,2,3,2,3,1,3,2,1
male,women,28.4,7,1,3,7,7,1,2,3,4,3,2,4,5,3,2,2,3,2,1,5,4,1,2,5,4,4,2,2,1,3,5,1,3,5,5,5,5,6,1,6,3,1,5,4,7,3,1,6,6,1
male,women,30.7,1,4,3,4,3,1,2,2,2,4,1,1,1,1,2,1,1,1,3,2,2,1,6,2,2,2,4,4,1,3,1,1,2,1,1,5,1,1,1,1,1,1,4,3,4,1,2,5,1,1
male,women,20.2,2,2,2,3,4,1,2,4,1,3,2,1,3,1,2,2,2,2,2,3,2,2,2,2,3,3,2,4,3,2,2,1,1,3,3,1,1,3,2,2,2,1,2,3,2,2,2,3,2,2
male,women,28.7,1,2,3,1,2,1,1,2,1,3,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,2,3,1,1,2,1,2,2,4,1,1,2,1,1
male,women,18.3,4,2,2,3,4,5,4,2,3,6,3,3,2,2,3,2,3,4,3,5,2,4,2,4,5,2,2,6,3,2,2,2,4,3,5,3,2,6,3,2,3,1,2,3,3,3,2,3,4,3
male,women,29.6,4,4,4,4,4,4,5,4,5,4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,4,6,4,4,3,4,4,4,3,4,4,3,4,6,4,4,3,4,3,5,5,4,4,6,4,3
male,women,18.2,4,3,2,2,4,2,3,5,3,4,3,4,3,3,4,2,2,4,3,3,2,3,3,3,3,5,3,4,3,5,2,3,2,2,3,3,4,4,2,2,3,1,5,4,4,3,3,3,3,3
male,women,23.3,4,5,5,5,7,3,5,5,5,5,3,4,5,1,5,2,1,4,5,4,4,3,5,3,5,7,4,6,4,5,5,4,5,4,6,4,4,4,7,5,4,1,4,3,5,3,4,7,3,5
male,women,36.8,5,4,5,3,5,2,5,4,5,5,1,3,4,4,2,3,1,3,3,3,2,3,5,4,3,6,4,4,1,2,2,3,2,2,5,5,4,5,1,2,2,1,2,4,6,5,1,2,3,1
male,women,26.4,3,1,1,3,2,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,4,1,2,3,1,1,1,1,2,4,1,2,1,1,1,1,1,1,2,2,1,4,1,1
male,women,30.1,4,4,2,4,6,3,4,3,5,4,1,2,2,2,2,2,1,2,3,3,2,2,3,3,5,5,4,4,2,3,2,3,3,1,3,2,2,2,1,3,2,1,2,3,6,3,2,5,3,1
male,women,20.7,5,2,3,4,6,1,4,5,2,4,1,2,4,2,4,2,2,4,3,4,2,5,2,3,3,6,2,3,5,2,2,1,1,1,3,2,1,5,2,2,2,1,3,4,5,4,1,5,3,2
male,women,30.9,5,5,5,6,7,2,3,4,4,5,3,3,3,3,1,2,2,2,3,4,2,3,3,4,3,6,5,7,1,4,4,4,4,4,2,2,2,7,2,2,2,1,6,4,5,2,2,6,2,1
male,women,20.9,4,2,5,7,6,2,4,5,5,6,4,2,3,3,2,3,3,4,3,5,3,3,5,6,1,5,3,4,3,5,4,3,2,3,6,5,3,4,2,2,4,1,3,6,6,4,2,7,3,1
male,women,18,1,1,2,1,4,1,2,3,3,5,1,2,4,2,2,3,1,3,2,3,2,3,2,2,4,4,4,6,2,3,1,1,2,1,2,2,1,4,3,2,2,1,4,2,2,1,1,2,2,3
male,women,23.1,2,2,3,5,5,1,3,4,4,4,3,2,4,2,3,2,3,2,4,3,2,3,6,5,4,5,5,5,3,3,4,3,4,2,2,2,2,6,2,4,3,1,3,3,4,5,2,3,3,2
male,women,20,3,4,3,2,3,2,4,3,2,3,3,1,4,1,2,3,2,1,4,3,4,2,2,3,3,4,3,7,3,3,2,3,2,3,3,2,5,4,2,2,2,1,3,3,4,2,1,3,2,3
male,women,24.8,1,2,3,3,1,1,3,5,2,4,2,2,2,1,2,1,1,2,3,3,1,3,3,4,3,4,5,3,1,4,2,3,1,1,4,4,2,3,1,3,3,1,1,3,5,2,1,5,5,1
male,women,25.6,2,1,3,2,5,2,4,6,3,5,1,1,2,2,3,2,1,2,2,3,3,1,2,2,2,7,5,2,2,4,2,2,2,3,1,6,1,1,1,2,2,1,2,3,4,3,1,6,3,1
male,women,22.5,5,3,5,5,5,3,6,4,4,5,3,3,4,3,3,3,4,3,4,5,3,2,2,4,4,7,6,3,3,5,3,4,3,3,3,6,6,6,3,5,5,3,5,4,4,3,4,6,3,2
male,women,20.6,5,4,3,3,5,3,5,4,3,7,3,3,3,4,5,4,2,3,6,3,2,2,4,4,4,5,5,6,4,1,4,3,2,3,3,4,4,4,2,3,3,1,5,3,5,2,2,2,3,1
male,women,19.9,3,4,2,3,4,2,4,5,2,3,2,3,3,3,3,2,4,3,3,3,2,4,5,3,3,4,4,4,4,5,3,2,4,2,4,4,3,4,1,2,3,1,3,6,6,2,1,5,4,1
male,women,22.2,3,3,4,3,5,2,3,5,4,5,1,2,5,3,2,2,1,1,3,4,2,1,3,3,1,5,3,4,1,2,3,2,2,3,3,3,2,5,2,3,1,1,2,3,5,3,2,5,2,1
male,women,32.7,1,5,3,2,3,2,6,3,2,4,1,2,2,3,1,1,2,2,2,3,2,1,2,2,4,5,3,4,2,3,2,1,4,5,1,4,2,4,1,1,1,1,2,1,4,2,3,3,2,1
male,women,21.2,3,3,3,1,3,1,3,4,3,3,3,1,3,2,2,2,2,2,1,1,2,1,1,2,2,3,4,3,2,2,2,2,2,2,3,4,2,2,1,3,1,1,3,3,4,3,3,4,3,2
male,women,20.1,6,4,2,5,7,1,3,3,2,5,2,1,4,4,2,1,1,3,6,6,2,1,2,5,3,3,2,5,1,1,3,2,2,3,4,4,4,3,1,1,1,1,4,7,5,1,1,7,2,1
male,women,38.2,4,4,3,4,6,2,4,4,4,3,2,2,3,3,3,2,2,2,3,3,2,2,4,4,3,3,5,5,3,4,2,3,2,4,5,5,4,6,2,2,2,1,2,5,5,4,3,4,4,1
male,women,32,3,2,3,4,6,2,5,7,4,5,1,7,2,3,1,2,2,5,2,5,2,2,3,3,7,7,7,1,4,6,4,1,1,1,4,1,7,6,3,1,1,1,3,3,5,5,1,5,6,1
male,women,27.6,2,3,2,5,6,2,3,1,6,4,2,4,1,2,3,2,2,2,2,4,2,3,5,3,5,3,6,3,3,2,3,4,3,3,2,4,2,2,2,2,2,1,3,2,6,3,3,5,4,1
male,women,24,1,2,1,6,7,1,1,1,1,2,1,3,2,3,1,1,1,2,5,3,1,1,1,1,1,1,1,5,3,1,2,1,1,1,1,1,2,1,1,1,1,2,2,4,3,1,1,4,7,1
male,women,18.5,3,5,4,3,6,3,3,4,3,4,2,2,2,2,4,3,3,2,2,4,2,2,5,3,3,2,3,5,2,4,4,2,2,4,5,2,4,2,2,3,2,1,2,4,4,3,2,4,5,1
male,women,18.3,3,3,4,5,5,2,4,4,3,5,4,3,4,3,4,3,2,3,3,4,3,2,2,3,3,4,5,4,2,4,2,3,2,4,4,4,4,5,2,3,3,2,4,5,5,4,3,5,4,2
male,women,38.8,1,1,1,2,2,2,1,4,1,4,1,1,1,1,4,2,1,1,3,1,1,2,3,1,1,2,2,5,2,1,1,2,3,2,1,1,1,5,1,1,2,1,3,2,2,1,1,1,1,1
male,women,23.2,4,4,3,3,4,3,3,4,4,5,3,4,3,3,4,3,3,5,4,3,3,3,3,4,4,3,5,5,3,4,3,3,3,3,3,5,5,3,3,3,4,3,5,4,6,3,3,3,4,2
male,women,22.2,2,2,3,5,4,2,4,5,2,4,2,3,3,2,2,2,2,2,3,2,3,2,4,5,3,3,3,3,2,4,3,3,2,2,3,4,3,3,2,3,2,1,3,3,5,4,2,5,4,1
male,women,18,4,2,3,2,5,2,3,2,1,4,2,3,3,1,2,2,3,3,3,2,2,3,4,2,2,5,4,4,3,3,4,1,2,4,5,2,2,2,2,2,1,1,4,4,3,3,3,2,4,3
male,women,30.4,2,3,2,1,4,1,3,2,1,2,3,2,1,1,2,1,1,1,3,2,1,1,2,1,1,2,3,4,1,1,1,1,1,2,1,1,1,2,3,1,1,1,1,3,2,2,1,2,1,1
male,women,20.2,3,4,6,3,4,3,3,5,4,5,5,3,2,2,3,3,3,4,5,4,4,3,2,2,2,2,2,5,3,2,5,4,3,3,2,4,5,5,3,2,3,3,4,5,3,5,1,3,5,2
male,women,35.4,4,3,4,4,5,3,5,4,4,5,3,3,4,3,2,3,2,3,5,3,3,3,3,4,3,4,3,4,3,4,5,2,2,3,5,2,4,3,2,3,3,1,3,3,4,4,3,5,3,2
male,women,18.6,1,7,2,1,5,3,5,6,2,5,1,1,4,2,4,2,1,2,5,3,2,4,5,4,3,6,3,4,2,1,2,1,1,1,5,3,3,2,1,2,1,1,4,6,7,1,5,5,1,1
male,women,21.9,1,4,1,6,7,1,2,1,3,2,1,1,3,2,1,2,1,2,1,2,4,1,5,1,2,2,1,3,1,2,1,1,4,1,3,1,3,2,1,3,1,1,1,3,2,2,1,4,2,1
male,women,36,4,3,4,3,5,4,4,4,4,5,4,5,3,3,2,4,4,4,4,4,4,4,3,4,4,3,4,3,3,5,3,3,4,4,6,2,5,4,3,3,3,1,4,3,4,5,3,4,5,1
male,women,27.8,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
male,women,31.9,4,1,1,3,4,1,4,3,2,4,1,2,3,1,2,3,3,3,2,4,1,2,2,2,2,5,2,1,1,1,1,2,1,2,1,3,2,2,1,2,1,1,2,2,3,2,1,4,1,1
male,women,29.1,3,3,1,1,5,1,2,1,1,6,2,1,1,1,1,1,1,1,1,3,1,2,1,1,2,1,1,1,4,1,1,1,1,1,4,1,1,2,1,1,1,1,1,4,3,1,1,1,1,1
male,women,18.6,1,1,1,1,5,1,3,5,1,4,2,2,3,2,2,3,1,3,1,6,4,1,3,5,6,6,4,4,1,1,1,3,2,1,1,1,1,3,3,1,1,1,2,1,4,1,2,1,2,1
male,women,37.2,4,2,4,3,5,2,4,4,4,5,3,2,4,4,4,1,2,2,4,5,3,4,5,2,2,3,3,4,5,3,2,2,3,2,5,3,3,2,1,3,2,1,3,4,3,3,3,3,4,1
male,women,39.6,5,3,1,4,6,4,5,5,4,6,2,3,4,4,3,2,3,3,3,4,2,2,4,3,4,5,3,4,2,6,2,2,3,2,3,3,5,6,2,4,3,1,3,3,6,3,2,4,5,2
male,women,21.3,3,3,1,3,5,1,1,5,3,4,1,2,4,2,2,1,1,3,2,1,1,1,6,2,3,6,2,5,1,4,2,2,3,1,3,2,2,4,2,1,2,1,3,3,4,2,2,5,2,1
male,women,19.2,5,4,3,4,5,3,4,4,4,4,3,3,4,3,4,3,4,3,5,3,2,4,3,5,3,3,6,3,4,5,5,3,5,3,3,6,5,4,3,3,3,2,4,4,5,5,2,5,4,1
male,women,24.2,3,3,4,2,3,2,4,4,5,5,3,3,3,3,2,2,4,2,3,3,2,2,3,5,4,6,3,4,2,4,4,2,3,2,2,5,2,3,2,3,2,1,4,5,3,2,2,5,4,3
male,women,24.2,3,4,3,4,6,2,4,4,2,4,2,2,2,3,2,4,2,3,3,4,3,2,3,3,3,2,4,3,2,3,3,2,3,3,5,3,4,4,2,3,2,1,3,4,5,3,2,3,4,1
male,women,23,5,3,3,5,6,2,3,5,4,3,3,3,3,4,2,2,2,3,4,5,4,3,5,4,3,4,4,3,3,4,4,4,3,3,4,2,4,3,2,4,3,2,3,5,4,4,3,4,5,2
female,men,26.9,3,4,3,5,4,2,3,4,4,3,3,2,4,3,3,3,3,3,3,4,2,2,3,4,3,3,4,4,2,4,3,3,2,3,4,5,3,3,3,2,3,1,3,4,5,5,2,4,3,2
female,men,23.5,5,2,3,6,4,2,4,4,5,6,5,2,3,2,3,3,3,4,3,3,3,3,3,6,3,4,4,6,2,6,1,3,3,3,4,7,4,3,1,2,3,1,5,6,7,4,2,5,4,1
female,men,20.4,4,3,1,6,7,1,2,5,4,5,2,2,5,3,3,2,2,2,4,2,2,3,4,5,3,6,3,3,2,5,2,3,4,3,5,3,3,5,1,3,3,1,6,4,4,5,2,5,2,1
female,men,18.7,4,6,4,5,5,4,2,3,3,4,4,2,5,3,2,2,2,3,6,4,2,3,2,5,5,4,4,7,3,5,3,3,3,3,4,5,4,7,2,1,4,1,4,4,7,5,2,5,4,1
female,men,19.6,5,4,5,7,7,2,4,6,3,6,2,2,4,3,3,3,5,3,6,2,3,3,3,4,2,6,6,5,3,5,5,2,2,2,5,6,3,6,3,2,3,1,5,6,4,5,2,4,6,3
female,men,20.8,2,2,2,2,3,1,2,2,2,4,2,3,1,2,2,2,2,2,3,3,2,4,2,1,1,1,2,2,2,2,2,2,2,1,4,5,2,2,1,2,3,1,2,2,2,1,3,2,2,1
female,men,25.4,4,3,2,4,5,4,5,3,4,4,3,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,5,4,4,3,4,4,4,3,4,5,4,3,2,4,2,3,4,5,5,3,4,5,2
female,men,19.3,3,3,3,3,4,2,4,4,2,4,4,2,4,2,4,4,2,2,3,2,3,4,4,4,2,3,3,2,2,2,3,3,4,2,3,5,3,3,2,3,2,2,5,4,3,2,3,4,3,2
female,men,26.2,1,1,1,2,5,1,2,3,1,3,1,2,1,1,1,1,1,1,2,3,1,1,3,1,2,3,2,3,1,2,1,1,1,1,1,1,1,3,1,1,1,1,4,3,2,1,1,2,1,1
female,men,22.8,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,3,3,1,1,1,2,1
female,men,33.3,4,2,4,4,4,2,4,5,2,5,2,3,4,3,3,3,2,3,4,3,3,3,3,4,4,4,3,4,4,3,2,1,3,4,4,4,3,5,1,2,3,1,3,4,4,3,2,3,5,1
female,men,28.5,3,2,2,7,4,1,2,5,2,2,2,1,4,2,2,1,2,2,4,2,2,1,3,1,4,3,2,3,2,4,1,3,2,2,3,3,4,4,1,1,1,1,2,2,6,1,2,6,3,1
female,men,23.9,1,5,1,5,7,3,5,5,4,5,2,1,4,5,1,1,1,5,2,1,1,1,1,4,3,3,4,1,1,6,3,1,1,2,4,4,4,1,1,1,2,1,1,5,7,4,1,5,1,1
female,men,21.1,2,2,1,1,4,2,2,3,4,3,1,2,4,3,2,3,3,2,2,1,2,1,1,3,2,2,4,2,2,3,2,2,2,1,2,3,3,1,1,3,1,1,3,3,4,2,2,4,2,1
female,men,26.3,4,3,5,4,5,3,4,3,4,5,4,5,3,3,5,4,3,3,4,4,4,4,4,4,4,4,5,6,4,4,3,3,4,3,4,6,4,4,2,3,4,2,4,5,5,4,4,4,3,2
female,men,30.8,3,3,2,2,4,1,4,3,3,3,1,2,3,2,1,1,2,4,1,3,1,2,1,2,2,3,4,4,1,3,2,3,3,3,2,2,2,4,1,2,1,1,4,4,4,1,2,5,3,1
female,men,33.8,4,2,4,5,6,1,3,2,3,5,2,2,2,3,2,3,2,2,3,3,4,1,2,1,3,4,2,2,3,3,2,2,1,2,3,3,2,3,1,3,1,1,3,2,5,4,2,6,5,1
female,men,24.4,1,1,1,2,2,1,1,1,1,1,1,3,3,4,1,1,1,1,1,1,1,1,2,4,1,4,2,1,1,3,1,1,1,1,2,1,2,1,1,1,1,1,4,2,1,1,1,1,5,1
female,men,25.7,1,1,2,4,2,1,2,2,4,4,1,1,2,2,2,2,1,2,1,2,2,1,1,3,2,3,2,1,1,3,1,2,2,1,1,3,1,3,1,2,1,1,2,2,3,2,1,5,4,1
female,men,36.4,3,1,1,1,2,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,5,3,1,1,4,1,1,1,1,1,1,2,1,1,5,1
female,men,23.6,4,2,4,3,5,3,3,3,4,4,2,2,4,1,1,3,1,2,2,1,2,4,2,3,3,3,6,5,3,1,2,2,2,3,5,4,2,3,2,1,2,1,2,4,3,2,3,2,3,2
female,men,26.5,3,2,3,3,3,1,2,2,4,2,1,2,2,3,2,2,1,2,2,2,1,1,4,3,2,4,3,3,1,3,1,3,2,2,2,2,2,5,2,1,2,1,2,1,3,2,2,3,2,1
female,men,24.5,4,6,4,5,5,2,5,5,4,6,2,2,4,3,3,3,2,1,3,3,1,2,3,5,4,5,2,4,4,4,3,1,3,3,3,4,3,6,1,1,2,1,2,4,3,3,1,5,3,1
female,men,18.5,2,1,1,1,5,1,2,3,1,3,2,1,1,1,2,1,2,2,2,1,1,1,2,3,1,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,2,2,2,1
